id,name,location,description,rating,image,link
16,Hotel Real,Ocaña,"
 Está en nuestra selección para Ocaña.  El Hotel Real se encuentra en Ocaña, en la zona comercial y financiera. Ofrece WiFi gratuita en todas las zonas.
Las habitaciones incluyen TV de pantalla plana y baño privado con ducha con agua caliente.
El establecimiento cuenta con recepción 24 horas y restaurante.
El Hotel Real está a 29 km de Aguachica. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/273115140.jpg?k=f25a4aec891b7de8c7103107b53139cd2319afb695dc542cca960277036c1f2d&o=,https://www.booking.com/hotel/co/real.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=204114312_288628254_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=17&highlighted_blocks=204114312_288628254_2_1_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=204114312_288628254_2_1_0__60000000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1wQRGkpmb&from=searchresults;highlight_room=#hotelTmpl
17,Apartahotel Bahia Tropical III,San Andrés,"
 Está en nuestra selección para San Andrés.  El Apartahotel Bahia Tropical III ofrece WiFi gratuita y está ubicado en San Andrés, cerca de la playa de Spratt Bight, de la zona de North End y de la bahía de San Andrés.
Este aparthotel sirve un desayuno americano.
El Apartahotel Bahia Tropical III se encuentra a 7 km de La Loma y a 8 km de la cueva de Morgan. El aeropuerto internacional Gustavo Rojas Pinilla, situado a 1 km, es el más cercano. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/144888036.jpg?k=a33b2e7638bef21a786d77a564b7c2e4132965d0f470ad0c239a44614a4f351c&o=,https://www.booking.com/hotel/co/apartahotel-bahia-tropical-iii.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=247834106_295922126_3_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=18&highlighted_blocks=247834106_295922126_3_2_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=247834106_295922126_3_2_0__121885800&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1letn-Mee&from=searchresults;highlight_room=#hotelTmpl
18,Hotel Capellán de Getsemaní,"Getsemaní, Cartagena de Indias","
 Está en nuestra selección para Cartagena de Indias.  El Hotel Capellán de Getsemaní está en Cartagena de Indias, a 300 metros del centro de convenciones de Cartagena, y cuenta con piscina al aire libre y terraza. Hay un bar y WiFi gratuita en todas las zonas.
Las habitaciones disponen de aire acondicionado, TV de pantalla plana y minibar con artículos gratuitos para la 1ª noche de estancia. Algunas habitaciones tienen zona de estar y algunas, vistas a la piscina o al jardín. Todas incluyen baño privado con albornoces y artículos de aseo gratuitos.
La recepción está abierta las 24 horas.
El Palacio de la Inquisición y el parque Bolívar están a 600 metros del Hotel Capellán de Getsemaní. El aeropuerto internacional Rafael Núñez es el más cercano y se halla a 4 km del Hotel Capellán de Getsemaní. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/213368508.jpg?k=33787ebbaa3b81d5aca63ae2887349b28f2576c60916224f3438edbb5735c594&o=,https://www.booking.com/hotel/co/capellan-de-getsemani.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=241659401_328344373_0_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=19&highlighted_blocks=241659401_328344373_0_41_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=241659401_328344373_0_41_0__282000000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1PhEysqc_&from=searchresults;highlight_room=#hotelTmpl
19,Hotel Brisas De Calima,Cali,"
El Hotel Brisas De Calima se encuentra en Cali, a 8 km de la catedral de San Pedro, y ofrece alojamiento con centro de fitness, aparcamiento privado gratuito, bar y salón compartido. Ofrece habitaciones familiares y terraza. El alojamiento cuenta con recepción 24 horas, servicio de enlace con el aeropuerto, servicio de habitaciones y WiFi gratuita en todas las instalaciones.
Todas las habitaciones del hotel cuentan con aire acondicionado, TV de pantalla plana con canales vía satélite, reproductor de DVD y baño privado con ducha y artículos de aseo gratuitos. También incluyen escritorio.
El Hotel Brisas De Calima sirve un desayuno americano.
El Hotel Brisas De Calima también cuenta con centro de negocios, fax y fotocopiadora.
El teatro Jorge Isaacs se encuentra a 8 km del hotel, mientras que la iglesia La Ermita está a 9 km. El aeropuerto más cercano es el aeropuerto internacional Alfonso Bonilla Aragón, situado a 14 km del Hotel Brisas De Calima. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/236281632.jpg?k=fd75c337d0f7d8459c832607e1c79ce5ed8670c67ffa4730d2e2e681f27cf6ca&o=,https://www.booking.com/hotel/co/brisas-de-calima.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=231286301_207177191_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=20&highlighted_blocks=231286301_207177191_0_1_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=231286301_207177191_0_1_0__49813200&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1oDlqJvPP&from=searchresults;highlight_room=#hotelTmpl
20,ECO HOTEL TERRABELLA,Santa Elena,"
El ECO HOTEL TERRABELLA está situado en Santa Elena y cuenta con restaurante, bar, salón compartido y jardín. Ofrece habitaciones familiares y parque infantil. El alojamiento cuenta con recepción 24 horas, servicio de enlace con el aeropuerto, servicio de habitaciones y WiFi gratuita en todas las instalaciones.
Los alojamientos del hotel están equipados con TV de pantalla plana.
El ECO HOTEL TERRABELLA sirve un desayuno continental.
El alojamiento dispone de terraza. En el ECO HOTEL TERRABELLA se puede jugar a los dardos. La zona es ideal para practicar senderismo y ciclismo.
Medellín se encuentra a 9 km del hotel, mientras que Guatapé está a 38 km. El aeropuerto Olaya Herrera es el más cercano y está a 9 km del ECO HOTEL TERRABELLA. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/280177004.jpg?k=f3231e0b4bf0a2d574bb788fb2de6c5796fae13e74b5f046ac047d459f6dc3f5&o=,https://www.booking.com/hotel/co/eco-terrabella.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=680303904_277296401_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=21&highlighted_blocks=680303904_277296401_2_1_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=680303904_277296401_2_1_0__83700000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1ptEPXVZR&from=searchresults;highlight_room=#hotelTmpl
21,Hotel Central Confort Plaza,Villavicencio,"
El Hotel Central Confort Plaza se encuentra en Villavicencio, a 1,9 km del parque COFREM Life Park, y ofrece alojamiento con salón compartido, aparcamiento privado gratuito y terraza. Cuenta con recepción 24 horas, servicio de habitaciones y WiFi gratuita en todas las instalaciones. El hotel dispone de habitaciones familiares.
Las habitaciones del hotel disponen de armario, TV de pantalla plana y baño privado.
Los huéspedes del Hotel Central Confort Plaza pueden disfrutar de un desayuno continental o americano.
El aeropuerto más cercano es el de La Vanguardia, ubicado a 3 km. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/291011021.jpg?k=95ef6660993b30bbe9e01576e63f3b0df7c8e0f70060033c79c9fb5ce09c261d&o=,https://www.booking.com/hotel/co/central-confort-plaza.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=190026201_206242944_2_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=22&highlighted_blocks=190026201_206242944_2_2_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=190026201_206242944_2_2_0__36000000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1jmHfLgLd&from=searchresults;highlight_room=#hotelTmpl
22,Suites 109 GH Usaquén,"Usaquén, Bogotá","
El 109 Suites está situado a solo 30 minutos en coche del centro de Bogotá y a 10 calles del parque Usaquén, presenta un diseño contemporáneo impecable y ofrece WiFi gratuita y masajes.
Las habitaciones tienen muebles de diseño, detalles decorativos modernos, sofá, TV por cable y baño privado. Algunas también incluyen cocina completa.
El 109 Suites sirve todos los días un desayuno americano con café y fruta, que puede disfrutarse en las habitaciones.
En el mostrador de información turística obtendrá información sobre entradas para lugares turísticos y alquiler de coches. El 109 Suites se encuentra a 5 minutos en coche del centro comercial Unicentro y a 20 minutos en coche del aeropuerto.
El 109 Suites alberga una sala de reuniones totalmente equipada con capacidad para 16 personas y un restaurante con jardín donde se sirven platos internacionales. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/222971447.jpg?k=ab518076b1e151466a558f1f195b515265c57472cfc98bbbbc3a6071a05ba2f2&o=,https://www.booking.com/hotel/co/suites-109.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=30327719_272935036_0_2_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=23&highlighted_blocks=30327719_272935036_0_2_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=30327719_272935036_0_2_0__92400000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1ySxQyYCI&from=searchresults;highlight_room=#hotelTmpl
23,Hotel La Esperanza Ciudad Jardín,Cali,"
 Está en nuestra selección para Cali.  El Apartahotel La Esperanza se encuentra en Cali, a 6 km de la plaza de toros de Cañaveralejo, y ofrece alojamiento con aire acondicionado y salón compartido. El establecimiento cuenta con restaurante, recepción 24 horas, servicio de habitaciones y WiFi gratuita en todas las instalaciones. El hotel alberga un jardín y una terraza.
Las habitaciones del hotel incluyen armario, TV de pantalla plana y baño privado.
El APARTAHOTEL LA ESPERANZA sirve un desayuno americano.
El establecimiento se encuentra a 8 km del parque Panamericano y a 11 km de la catedral de San Pedro. El aeropuerto más cercano es el aeropuerto internacional Alfonso Bonilla Aragón, ubicado a 31 km del Hotel La Esperanza Sur. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/294293151.jpg?k=64a10c5272fc4c7d69001eca72376bb395c91d7d0464a30c4faa1170d12dc98d&o=,https://www.booking.com/hotel/co/apartahotel-la-esperanza.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=211279302_310913891_2_40_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=24&highlighted_blocks=211279302_310913891_2_40_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=211279302_310913891_2_40_0__103080000&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1_KooT3d5&from=searchresults;highlight_room=#hotelTmpl
24,Hotel Boutique Santo Toribio,"Centro, Cartagena de Indias","
 Está en nuestra selección para Cartagena de Indias.  El establecimiento Santo Toribio está ubicado en el centro histórico de Cartagena y tiene terraza solárium con bañera de hidromasaje y habitaciones con aire acondicionado y WiFi gratuita. También cuenta con piscina y bar.
Las habitaciones del establecimiento Santo Toribio disponen de TV de pantalla plana con canales por cable, minibar y caja fuerte. Todas las habitaciones tienen baño privado con ducha.
El establecimiento Santo Toribio Hotel se encuentra a 5 km del aeropuerto Rafael Núñez. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/213356341.jpg?k=af60bdbfeb7f41b5617a0714b0bf904a300e2cfaf9d8cee7abe2150c61bc7281&o=,https://www.booking.com/hotel/co/santo-toribio.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=1351397e42b4c8f56d448ba7c1e5f68d&all_sr_blocks=45367601_328477485_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=25&highlighted_blocks=45367601_328477485_0_1_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=45367601_328477485_0_1_0__220500600&srepoch=1622898927&srpvid=8aa05d37eb5a0037&ucfs=1&sig=v1pQD2Oox_&from=searchresults;highlight_room=#hotelTmpl
25,Novotel Medellin El Tesoro,"El Poblado, Medellín","
 Está en nuestra selección para Medellín.  El Tesoro ofrece alojamiento en Medellín, a 3 km del parque Lleras. Está muy bien ubicado en el distrito de El Poblado, a 2,9 km del parque de El Poblado, a 7,7 km del Pueblito Paisa y a 7 km de la avenida 70.
Las habitaciones están equipadas con TV de pantalla plana. Las habitaciones de El Tesoro disponen de baño privado y WiFi gratuita. Algunas tienen vistas a la ciudad o a las montañas de Medellín. aire acondicionado y escritorio.
El Tesoro sirve a diario un desayuno buffet.
La recepción abre las 24 horas.
El Tesoro se halla a 6 km de la plaza de toros de la Macarena, a 7 km del parque Laureles y a 20 km del aeropuerto internacional José María Córdova, el más cercano. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/292477616.jpg?k=946e8907d1eab9b06fe6201e04f87e8b45df5cb3d80f199970a7816f60ad995e&o=,https://www.booking.com/hotel/co/atton-el-tesoro-medellin.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fd33aa19af65468fdb412daa930c1a0c&all_sr_blocks=339343109_183381373_2_42_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=26&highlighted_blocks=339343109_183381373_2_42_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=339343109_183381373_2_42_0__118560000&srepoch=1622898998&srpvid=b2575d5b960c00b2&ucfs=1&sig=v1Xv8bzvuV&from=searchresults;highlight_room=#hotelTmpl
26,Hotel San Fernando Plaza,"El Poblado, Medellín","
 Está en nuestra selección para Medellín.  El Hotel San Fernando Plaza ofrece alojamiento lujoso con una piscina climatizada al aire libre, instalaciones de spa y centro de fitness en Medellín, en el distrito financiero y comercial de El Poblado. Además alberga un bar y un restaurante.
Las habitaciones del San Fernando Plaza son amplias e incluyen zona de estar, conexión WiFi de alta velocidad y TV vía satélite. Algunas tienen una terraza amplia con vistas a la ciudad.
Todos los días se sirve un desayuno buffet. El restaurante Spezia ofrece vinos muy variados, así como platos internacionales y de evolución. En la terraza podrá degustar bebidas excelentes del bar del vestíbulo. Además hay servicio de habitaciones las 24 horas.
Los servicios de spa incluyen sauna, baños turcos y sesiones de masaje. También hay tumbonas junto a la piscina, un gimnasio y aparcamiento gratuito.
La recepción abre las 24 horas y organiza un servicio de enlace con el aeropuerto Olaya Herrera, situado a 20 minutos en coche. El Hotel San Fernando Plaza también se encuentra a 30 minutos en coche de la plaza Botero. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/40906282.jpg?k=ba9ca60322230495dfbb1099348a6fb9600657d26ca9780bf14f092ac57cb0a1&o=,https://www.booking.com/hotel/co/san-fernando-plaza-medellin.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fd33aa19af65468fdb412daa930c1a0c&all_sr_blocks=31550305_285712210_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=27&highlighted_blocks=31550305_285712210_0_1_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=31550305_285712210_0_1_0__177000000&srepoch=1622898998&srpvid=b2575d5b960c00b2&ucfs=1&sig=v1yZch-JAx&from=searchresults;highlight_room=#hotelTmpl
27,Hotel Isla del Encanto,Barú,"
 Está en nuestra selección para Barú.  Este hotel goza de una espléndida ubicación frente a la playa, dentro del parque nacional de las Islas del Rosario, a 1 hora en barco de Cartagena. Ofrece piscina, sesiones de masaje y excursiones para practicar snorkel.
Las habitaciones del Isla del Encanto Hotel & Spa tienen vistas a la piscina y cuentan con aire acondicionado, TV vía satélite de pantalla plana y baño privado con artículos de aseo gratuitos.
El precio incluye desayuno, almuerzo y cena, acompañados de un refresco.
El Isla del Encanto está a 52 km del centro histórico de Cartagena y a 57 km del aeropuerto Rafael Núñez. Además, se pueden organizar servicios de traslado. La tarifa incluye un servicio de traslado entre la isla y Cartagena. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/245039124.jpg?k=a9c735636859d929eb1fa5460725439932dc1fb359261f2d30a88f224b13b3c6&o=,https://www.booking.com/hotel/co/isla-del-encanto.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fd33aa19af65468fdb412daa930c1a0c&all_sr_blocks=38729403_241433753_2_21_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=28&highlighted_blocks=38729403_241433753_2_21_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=38729403_241433753_2_21_0__732000000&srepoch=1622898998&srpvid=b2575d5b960c00b2&ucfs=1&sig=v12l9PluCf&from=searchresults;highlight_room=#hotelTmpl
28,Oz Hotel Cartagena,"Bocagrande, Cartagena de Indias","
 Está en nuestra selección para Cartagena de Indias.  El Hotel Oz está situado a menos de 15 minutos en coche del castillo de San Felipe, en Cartagena de Indias, y ofrece conexión WiFi gratuita, una sala de reuniones y un bar. La playa de Bocagrande se encuentra a solo 200 metros.
Las habitaciones del Hotel Oz disponen de aire acondicionado, TV de pantalla plana vía satélite y minibar. El baño es privado e incluye ducha, secador de pelo y toallas limpias.
Entre las instalaciones del hotel, cabe destacar un salón compartido y un mostrador de información turística, donde los huéspedes podrán organizar excursiones por la localidad. También hay una terraza. El personal de recepción está disponible las 24 horas del día.
A menos de 10 minutos a pie hay varios restaurantes y supermercados. El Museo de Arte Moderno y el parque La Marina se encuentran a menos de 5 minutos en coche.
El aeropuerto internacional Rafael Núñez está situado a 15 minutos en coche del Hotel Oz y la Torre del Reloj, a 10 minutos en coche. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/29008922.jpg?k=ada8a0d203c64031073160872cf95e841a3f149555b7b8e5dd02d6575e80e701&o=,https://www.booking.com/hotel/co/oz.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=fd33aa19af65468fdb412daa930c1a0c&all_sr_blocks=90861605_279427439_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=29&highlighted_blocks=90861605_279427439_0_1_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=90861605_279427439_0_1_0__119940000&srepoch=1622898998&srpvid=b2575d5b960c00b2&ucfs=1&sig=v1HsgwI9Pf&from=searchresults;highlight_room=#hotelTmpl
